uid,GeneRawName,SuperClass,Class,Family,SubFamily,EnsemblID
2.3.3.0.228,ZNF197,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000057895
2.3.3.0.232,ZNF594,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.233,ZNF107,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.234,ZNF208,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000068959
2.3.3.0.3,ZNF496,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000020472
2.3.3.0.6,ZNF274,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,"ENSMUSG00000058638,ENSMUSG00000021514"
2.3.3.0.7,ZNF200,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.9,OSR2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000022330
2.3.3.0.16,ZNF793,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.17,ZFP41,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000047003
2.3.3.0.18,ZNF215,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.28,ZBTB44,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000047412
2.3.3.0.30,ZNF576,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.40,ZNF394,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000029627
2.3.3.0.41,ZNF449,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000073176
2.3.3.0.42,ZNF498 (ZSCAN25),Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000070420
2.3.3.0.51,ZNF707,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000034429
2.3.3.0.60,ZNF202,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000025602
2.3.3.0.61,ZNF789,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.62,ZNF662,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000099689
2.3.3.0.63,ZNF554,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.64,ZNF506,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.72,ZFP1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000055835
2.3.3.0.74,ZBTB16,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000066687
2.3.3.0.75,GTF3A,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000016503
2.3.3.0.76,ZFP64,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,"ENSMUSG00000027551,ENSMUSG00000031907"
2.3.3.0.77,ZNF358,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000047264
2.3.3.0.84,ZNF664,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000079215
2.3.3.0.87,ZNF501,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.89,ZNF610,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.96,ZNF517,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.97,ZNF547,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.98,ZNF766,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.99,ZNF677,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.109,ZNF682,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.110,ZNF141,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.120,ZSCAN12,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000036721
2.3.3.0.121,ZNF70,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.122,ZNF79,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.132,ZNF74,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000041649
2.3.3.0.133,ZNF415,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.134,ZNF480,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.143,ZNF461,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.145,ZNF529,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.146,ZNF565,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000046185
2.3.3.0.152,MZF1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000030380
2.3.3.0.153,ZNF530,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.156,ZNF695,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.157,ZNF879,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000044296
2.3.3.0.158,ZNF790,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000011427
2.3.3.0.167,ZNF551,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,"ENSMUSG00000099689,ENSMUSG00000034071"
2.3.3.0.168,ZNF497,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.169,ZSCAN10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000023902
2.3.3.0.175,ZNF502,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000069184
2.3.3.0.176,ZNF835,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.177,ZNF560,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000045519
2.3.3.0.179,ZNF667,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000054893
2.3.3.0.188,ZNF83,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.189,ZNF528,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.190,ZNF7,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000033669
2.3.3.0.204,ZNF16,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.205,ZNF17,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.207,ZNF534,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.209,ZNF791,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000074194
2.3.3.0.217,ZNF749,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.218,ZNF425,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000051499
2.3.3.0.229,ZNF493,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,
2.3.3.0.230,ZNF43,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000055480
2.3.3.0.231,ZFP62,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000046311
2.3.3.0.235,ZNF91,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,More than 3 adjacent zinc fingers,unclassified,ENSMUSG00000054648
2.3.4.1.1,ZNF417,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF417-like,
2.3.4.1.2,ZNF587 (ZNF587B),Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF417-like,
2.3.4.1.3,ZNF552,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF417-like,
2.3.4.1.4,"ZNF814 (ZNF814B, ZNF814B1, ZNF814B2, ZNF814C)",Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF417-like,
2.3.4.1.5,ZNF418 (ZNF418B),Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF417-like,
2.3.4.1.6,ZNF211,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF417-like,
2.3.4.1.7,ZNF256,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF417-like,
2.3.4.2.1,ZNF219,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF219-like,ENSMUSG00000049295
2.3.4.2.2,ZNF536,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF219-like,ENSMUSG00000043456
2.3.4.2.3,ZNF516,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF219-like,ENSMUSG00000058881
2.3.4.2.4,ZNF217,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF219-like,ENSMUSG00000052056
2.3.4.3.1,SALL1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,SAL-like,ENSMUSG00000031665
2.3.4.3.2,SALL2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,SAL-like,ENSMUSG00000049532
2.3.4.3.3,SALL3,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,SAL-like,ENSMUSG00000024565
2.3.4.3.4,SALL4,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,SAL-like,ENSMUSG00000027547
2.3.4.4.1,IKZF1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,Ikaros,ENSMUSG00000018654
2.3.4.4.2,IKZF2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,Ikaros,ENSMUSG00000025997
2.3.4.4.3,IKZF3,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,Ikaros,ENSMUSG00000018168
2.3.4.4.4,IKZF4,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,Ikaros,ENSMUSG00000002578
2.3.4.4.5,IKZF5,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,Ikaros,ENSMUSG00000040167
2.3.4.5.1,HIVEP1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,HIV EP,ENSMUSG00000021366
2.3.4.5.2,HIVEP2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,HIV EP,ENSMUSG00000015501
2.3.4.5.3,HIVEP3,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,HIV EP,ENSMUSG00000028634
2.3.4.6.1,ZBTB1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZBTB1-like,ENSMUSG00000033454
2.3.4.6.2,ZBTB2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZBTB1-like,ENSMUSG00000075327
2.3.4.6.3,ZBTB25,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZBTB1-like,ENSMUSG00000056459
2.3.4.7.1,RLF,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,RLF-like,"ENSMUSG00000079019,ENSMUSG00000041354,ENSMUSG00000049878"
2.3.4.7.2,ZNF292,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,RLF-like,ENSMUSG00000039967
2.3.4.7.3,ZNF654,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,RLF-like,ENSMUSG00000047141
2.3.4.8.1,MAZ,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,MAZ-like,ENSMUSG00000030678
2.3.4.8.2,VEZF1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,MAZ-like,ENSMUSG00000018377
2.3.4.8.3,PATZ1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,MAZ-like,ENSMUSG00000020453
2.3.4.9.1,ZNF532,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF532-like,ENSMUSG00000042439
2.3.4.9.2,ZNF592,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF532-like,ENSMUSG00000005621
2.3.4.9.3,ZNF687,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF532-like,ENSMUSG00000019338
2.3.4.10.1,ZNF512,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF512,ENSMUSG00000062761
2.3.4.10.2,ZNF512B,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF512,ENSMUSG00000000823
2.3.4.11.1,ZNF658,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF658,"ENSMUSG00000100617,ENSMUSG00000069476,ENSMUSG00000060630"
2.3.4.12.1,ZNF423,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF423-like,ENSMUSG00000045333
2.3.4.12.2,ZNF521,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF423-like,ENSMUSG00000024420
2.3.4.13.1,ZNF639,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF639-like,ENSMUSG00000027667
2.3.4.13.2,ZNF711,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF639-like,ENSMUSG00000025529
2.3.4.14.1,EVI1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,EVI1-like,ENSMUSG00000027684
2.3.4.14.2,PRDM16,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,EVI1-like,ENSMUSG00000039410
2.3.4.15.1,BCL11A,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,BCL11,ENSMUSG00000000861
2.3.4.15.2,BCL11B,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,BCL11,ENSMUSG00000048251
2.3.4.15.3,ZNF296,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,BCL11,ENSMUSG00000011267
2.3.4.16.1,INSM1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,Insulinoma-associated proteins,ENSMUSG00000068154
2.3.4.16.2,INSM2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,Insulinoma-associated proteins,ENSMUSG00000045440
2.3.4.17.1,HIC1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,HIC,ENSMUSG00000043099
2.3.4.17.2,HIC2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,HIC,ENSMUSG00000050240
2.3.4.18.1,ZNF518A,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF518,ENSMUSG00000049164
2.3.4.18.2,ZNF518B,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF518,ENSMUSG00000046572
2.3.4.19.1,BNC1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,Basonuclin,"ENSMUSG00000020704,ENSMUSG00000025105"
2.3.4.19.2,BNC2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,Basonuclin,ENSMUSG00000028487
2.3.4.21.1,HINFP,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,HINFP-like,ENSMUSG00000032119
2.3.4.21.2,ZFAT,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,HINFP-like,ENSMUSG00000022335
2.3.4.22.1,ZNF526,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF526-like,ENSMUSG00000046541
2.3.4.22.2,ZNF574,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF526-like,ENSMUSG00000045252
2.3.4.23.1,ZNF319,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF319-like,ENSMUSG00000046556
2.3.4.23.2,ZNF786,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF319-like,ENSMUSG00000051499
2.3.4.24.1,ZNF134,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF134-like,
2.3.4.24.2,ZNF671,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF134-like,
2.3.4.24.3,ZNF772,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF134-like,
2.3.4.24.4,ZNF792,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF134-like,
2.3.4.25.1,ZNF37A,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF37A-like,
2.3.4.25.2,ZNF717,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF37A-like,"ENSMUSG00000037001,ENSMUSG00000056592"
2.3.4.25.3,ZNF248,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF37A-like,ENSMUSG00000030145
2.3.4.25.4,ZNF334,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF37A-like,"ENSMUSG00000017667,ENSMUSG00000056824"
2.3.4.25.5,ZNF382,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF37A-like,ENSMUSG00000074220
2.3.4.25.6,ZNF510,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,ZNF37A-like,
2.3.4.0.1,CASZ1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000028977
2.3.4.0.2,ZNF335,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000039834
2.3.4.0.4,WIZ,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000024050
2.3.4.0.5,ZNF469,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000043903
2.3.4.0.6,ZFPM1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000049577
2.3.4.0.7,ZBTB4,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000018750
2.3.4.0.9,ZBTB39,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000044617
2.3.4.0.10,ZNF295,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000046962
2.3.4.0.12,PRDM13,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000040478
2.3.4.0.13,ZNF646,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000049739
2.3.4.0.14,ZNF579,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000051550
2.3.4.0.16,PRDM2,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000057637
2.3.4.0.17,ZNF800,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000039841
2.3.4.0.18,ZNF618,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000028358
2.3.4.0.21,ZNF451,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000042197
2.3.4.0.22,ZNF438,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000050945
2.3.4.0.24,ZNF507,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000044452
2.3.4.0.25,ZNF236,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000041258
2.3.4.0.26,ZNF770,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000040321
2.3.4.0.28,ZFP57,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000036036
2.3.4.0.30,ZNF597,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000039789
2.3.4.0.32,PRDM15,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000014039
2.3.4.0.33,ZBTB41,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000033964
2.3.4.0.34,PRDM10,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000042496
2.3.4.0.36,ZNF513,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000043059
2.3.4.0.37,ZNF142,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000026135
2.3.4.0.38,FIZ1,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000061374
2.3.4.0.40,ZNF784,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000043290
2.3.4.0.41,ZNF697,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000050064
2.3.4.0.42,ZKSCAN5,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000055991
2.3.4.0.44,ZNF775,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000007216
2.3.4.0.45,ZNF467,Zinc-coordinating DNA-binding domains,C2H2 zinc finger factors,Factors with multiple dispersed zinc fingers,unclassified,ENSMUSG00000068551
